County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
Napa,05/09/2020,78,2,1,1,1,0
Nevada,05/09/2020,41,1,0,0,0,0
Orange,05/09/2020,3506,75,228,72,85,19
Placer,05/09/2020,168,8,8,29,2,1
Plumas,05/09/2020,4,0,0,1,0,0
Riverside,05/09/2020,4871,212,190,120,73,30
Sacramento,05/09/2020,1150,52,18,35,12,5
San Benito,05/09/2020,52,2,0,0,0,0
San Bernardino,05/09/2020,2825,121,145,86,55,13
San Diego,05/09/2020,4778,194,338,58,134,9
San Francisco,05/09/2020,1944,34,68,29,28,4
San Joaquin,05/09/2020,605,28,16,28,4,7
San Luis Obispo,05/09/2020,213,1,3,3,3,1
San Mateo,05/09/2020,1453,65,32,26,12,4
Santa Barbara,05/09/2020,1245,11,28,4,11,1
Santa Clara,05/09/2020,2317,130,66,36,28,5
Santa Cruz,05/09/2020,138,2,3,0,0,0
Shasta,05/09/2020,31,4,0,0,0,0
Sierra,05/09/2020,0,0,0,0,0,0
Siskiyou,05/09/2020,5,0,0,0,0,0
Solano,05/09/2020,321,7,11,24,7,2
Sonoma,05/09/2020,288,4,3,12,2,3
Stanislaus,05/09/2020,491,20,18,11,3,3
Sutter,05/09/2020,31,2,0,0,0,0
Tehama,05/09/2020,1,1,0,0,0,0
Trinity,05/09/2020,1,0,0,0,0,0
Tulare,05/09/2020,1083,47,28,2,9,0
Tuolumne,05/09/2020,2,0,0,0,0,0
Unassigned,05/09/2020,3,0,0,0,0,0
Ventura,05/09/2020,679,19,33,24,13,4
Yolo,05/09/2020,172,18,0,0,1,1
Yuba,05/09/2020,17,1,0,0,0,0
Alameda,05/10/2020,2047,75,77,46,40,4
Alpine,05/10/2020,1,0,0,0,0,0
Amador,05/10/2020,8,0,0,0,0,0
Butte,05/10/2020,18,0,1,2,0,1
Calaveras,05/10/2020,13,0,0,0,0,0
Colusa,05/10/2020,3,0,0,0,0,0
Contra Costa,05/10/2020,1046,31,18,43,7,9
Del Norte,05/10/2020,3,0,0,0,0,0
El Dorado,05/10/2020,55,0,0,2,0,0
Fresno,05/10/2020,894,9,53,45,22,9
Glenn,05/10/2020,6,0,0,0,0,0
Humboldt,05/10/2020,56,0,2,4,0,0
Imperial,05/10/2020,509,12,63,1,17,0
Inyo,05/10/2020,20,1,0,0,0,0
Kern,05/10/2020,1300,16,37,14,27,2
Kings,05/10/2020,266,1,12,5,4,0
Lake,05/10/2020,7,0,0,1,0,0
Lassen,05/10/2020,0,0,0,1,0,0
Los Angeles,05/10/2020,31711,1530,1731,539,498,90
Madera,05/10/2020,65,2,1,1,0,0
Marin,05/10/2020,267,14,4,13,2,3
Mariposa,05/10/2020,15,0,0,0,0,0
Mendocino,05/10/2020,10,0,0,0,0,0
Merced,05/10/2020,154,3,6,0,4,0
Modoc,05/10/2020,0,0,0,0,0,0
Mono,05/10/2020,27,1,0,0,0,0
Monterey,05/10/2020,282,6,9,0,3,0
Napa,05/10/2020,79,3,2,0,2,0
Nevada,05/10/2020,41,1,0,1,0,0
Orange,05/10/2020,3627,76,230,78,81,21
Placer,05/10/2020,168,8,8,19,2,2
Plumas,05/10/2020,4,0,0,1,0,0
Riverside,05/10/2020,4951,215,199,117,73,29
Sacramento,05/10/2020,1152,52,18,37,11,7
San Benito,05/10/2020,52,2,0,0,0,0
San Bernardino,05/10/2020,2910,121,144,83,53,12
San Diego,05/10/2020,4928,194,334,56,134,8
San Francisco,05/10/2020,1953,34,66,25,25,9
San Joaquin,05/10/2020,611,29,15,28,2,8
San Luis Obispo,05/10/2020,218,1,3,2,2,0
San Mateo,05/10/2020,1463,65,29,23,12,5
Santa Barbara,05/10/2020,1323,11,26,4,11,1
Santa Clara,05/10/2020,2331,130,66,45,28,4
Santa Cruz,05/10/2020,139,2,3,0,0,0
Shasta,05/10/2020,31,4,0,0,1,0
Sierra,05/10/2020,0,0,0,0,0,0
Siskiyou,05/10/2020,5,0,0,0,0,0
Solano,05/10/2020,322,7,14,22,8,1
Sonoma,05/10/2020,290,4,5,7,2,2
Stanislaus,05/10/2020,498,21,17,10,1,3
Sutter,05/10/2020,31,2,0,0,0,0
Tehama,05/10/2020,1,1,0,0,0,0
Trinity,05/10/2020,1,0,0,0,0,0
Tulare,05/10/2020,1143,48,27,2,8,0
Tuolumne,05/10/2020,2,0,0,0,0,0
Unassigned,05/10/2020,2,0,0,0,0,0
Ventura,05/10/2020,690,19,28,24,12,5
Yolo,05/10/2020,173,18,0,0,1,1
Yuba,05/10/2020,17,1,0,0,0,0
Alameda,05/11/2020,2103,75,78,53,36,13
Alpine,05/11/2020,1,0,0,0,0,0
Amador,05/11/2020,8,0,0,0,0,0
Butte,05/11/2020,19,0,2,1,0,0
Calaveras,05/11/2020,13,0,0,1,0,1
Colusa,05/11/2020,3,0,0,0,0,0
Contra Costa,05/11/2020,1052,32,16,38,8,10
Del Norte,05/11/2020,3,0,0,0,0,0
El Dorado,05/11/2020,55,0,0,3,0,0
Fresno,05/11/2020,937,9,56,37,19,11
Glenn,05/11/2020,6,0,0,0,0,0
Humboldt,05/11/2020,56,0,2,6,0,0
Imperial,05/11/2020,562,12,60,2,17,0
Inyo,05/11/2020,20,1,1,0,0,0
Kern,05/11/2020,1331,16,39,4,27,1
Kings,05/11/2020,289,1,13,4,4,0
Lake,05/11/2020,7,0,0,0,0,0
Lassen,05/11/2020,0,0,0,1,0,0
Los Angeles,05/11/2020,32279,1569,1763,547,498,86
Madera,05/11/2020,68,2,1,0,0,0
Marin,05/11/2020,271,14,3,12,0,2
Mariposa,05/11/2020,15,0,0,0,0,0
Mendocino,05/11/2020,10,0,0,0,0,0
Merced,05/11/2020,158,3,7,2,4,2
Modoc,05/11/2020,0,0,0,0,0,0
Mono,05/11/2020,30,1,0,0,0,0
Monterey,05/11/2020,286,6,9,0,5,0
Napa,05/11/2020,79,3,1,0,1,0
Nevada,05/11/2020,41,1,0,1,0,1
Orange,05/11/2020,3699,78,232,88,85,25
Placer,05/11/2020,170,8,8,16,2,2
Plumas,05/11/2020,4,0,0,1,0,0
Riverside,05/11/2020,5082,228,186,104,69,34
Sacramento,05/11/2020,1160,52,16,35,9,5
San Benito,05/11/2020,52,2,1,0,0,0
San Bernardino,05/11/2020,2945,121,152,66,53,12
San Diego,05/11/2020,5067,204,339,61,131,13
San Francisco,05/11/2020,1974,35,63,28,23,11
San Joaquin,05/11/2020,620,29,15,15,2,5
San Luis Obispo,05/11/2020,224,1,3,2,2,1
San Mateo,05/11/2020,1499,65,31,18,11,6
Santa Barbara,05/11/2020,1372,11,22,10,9,3
Santa Clara,05/11/2020,2340,133,59,41,27,7
Santa Cruz,05/11/2020,140,2,1,0,0,0
Shasta,05/11/2020,31,4,0,0,0,0
Sierra,05/11/2020,0,0,0,0,0,0
Siskiyou,05/11/2020,5,0,0,0,0,0
Solano,05/11/2020,354,10,13,15,10,2
Sonoma,05/11/2020,303,5,5,9,2,4
Stanislaus,05/11/2020,507,21,21,14,2,6
Sutter,05/11/2020,32,2,0,0,0,0
Tehama,05/11/2020,1,1,0,0,0,0
Trinity,05/11/2020,1,0,0,0,0,0
Tulare,05/11/2020,1203,50,35,0,10,0
Tuolumne,05/11/2020,2,0,0,1,0,0
Unassigned,05/11/2020,3,0,0,0,0,0
Ventura,05/11/2020,698,19,31,23,12,7
Yolo,05/11/2020,174,20,0,0,0,0
Yuba,05/11/2020,18,1,0,1,0,1
Alameda,05/12/2020,2146,80,79,51,34,12
Alpine,05/12/2020,1,0,0,0,0,0
Amador,05/12/2020,8,0,0,0,0,0
Butte,05/12/2020,20,0,2,3,0,1
Calaveras,05/12/2020,13,0,0,0,0,0
Colusa,05/12/2020,3,0,0,1,0,1
Contra Costa,05/12/2020,1067,32,17,49,7,12
Del Norte,05/12/2020,3,0,0,0,0,0
El Dorado,05/12/2020,56,0,0,2,0,0
Fresno,05/12/2020,978,10,62,48,19,4
Glenn,05/12/2020,6,0,0,0,0,0
Humboldt,05/12/2020,58,0,3,5,0,0
Imperial,05/12/2020,602,12,60,3,18,1
Inyo,05/12/2020,20,1,0,0,0,0
Kern,05/12/2020,1363,21,38,14,28,1
Kings,05/12/2020,302,1,16,4,4,0
Lake,05/12/2020,7,0,0,1,0,1
Lassen,05/12/2020,0,0,0,0,0,0
Los Angeles,05/12/2020,33281,1613,1742,506,499,84
Madera,05/12/2020,69,2,0,0,0,0
Marin,05/12/2020,274,14,3,18,0,1
Mariposa,05/12/2020,15,0,0,1,0,0
Mendocino,05/12/2020,10,0,0,0,0,0
Merced,05/12/2020,175,4,6,5,4,1
Modoc,05/12/2020,0,0,0,0,0,0
Mono,05/12/2020,31,1,0,0,0,0
Monterey,05/12/2020,298,6,6,1,5,0
Napa,05/12/2020,80,3,1,0,1,0
Nevada,05/12/2020,41,1,0,0,0,1
Orange,05/12/2020,3843,78,263,85,88,14
Placer,05/12/2020,170,8,9,18,3,2
Plumas,05/12/2020,4,0,0,0,0,0
Riverside,05/12/2020,5134,238,206,100,67,29
Sacramento,05/12/2020,1166,52,14,34,7,6
San Benito,05/12/2020,55,2,1,0,0,0
San Bernardino,05/12/2020,2997,124,148,49,48,10
San Diego,05/12/2020,5163,217,334,51,132,10
San Francisco,05/12/2020,1981,35,63,27,23,4
San Joaquin,05/12/2020,625,30,14,20,1,7
San Luis Obispo,05/12/2020,226,1,4,4,2,1
San Mateo,05/12/2020,1533,66,30,33,14,6
Santa Barbara,05/12/2020,1377,11,24,5,9,2
Santa Clara,05/12/2020,2362,133,55,29,24,5
Santa Cruz,05/12/2020,141,2,1,0,0,0
Shasta,05/12/2020,33,4,0,0,0,0
Sierra,05/12/2020,0,0,0,0,0,0
Siskiyou,05/12/2020,5,0,0,0,0,1
Solano,05/12/2020,361,11,15,14,9,6
Sonoma,05/12/2020,308,4,6,22,4,4
Stanislaus,05/12/2020,515,22,19,15,1,2
Sutter,05/12/2020,33,2,0,0,0,0
Tehama,05/12/2020,1,1,0,0,0,0
Trinity,05/12/2020,1,0,0,0,0,0
Tulare,05/12/2020,1261,52,34,0,11,0
Tuolumne,05/12/2020,2,0,0,0,0,0
Unassigned,05/12/2020,4,0,0,0,0,0
Ventura,05/12/2020,718,19,26,25,13,9
Yolo,05/12/2020,176,20,0,0,0,0
Yuba,05/12/2020,19,1,0,1,0,1
Alameda,05/13/2020,2181,80,81,59,37,12
Alpine,05/13/2020,1,0,0,0,0,0
Amador,05/13/2020,8,0,0,0,0,0
Butte,05/13/2020,21,0,2,3,0,2
Calaveras,05/13/2020,13,0,0,0,0,0
Colusa,05/13/2020,3,0,0,1,0,1
Contra Costa,05/13/2020,1082,33,20,40,8,7
Del Norte,05/13/2020,4,0,0,0,0,0
El Dorado,05/13/2020,58,0,0,2,0,0
Fresno,05/13/2020,993,13,69,60,18,5
Glenn,05/13/2020,6,0,0,0,0,0
Humboldt,05/13/2020,58,0,4,4,1,1
Imperial,05/13/2020,610,14,61,4,19,0
Inyo,05/13/2020,20,1,0,0,0,0
Kern,05/13/2020,1390,22,34,6,26,2
Kings,05/13/2020,314,1,16,4,4,0
Lake,05/13/2020,7,0,0,0,0,1
Lassen,05/13/2020,0,0,0,0,0,0
Los Angeles,05/13/2020,34574,1659,1733,618,504,83
Madera,05/13/2020,69,2,0,0,0,0
Marin,05/13/2020,278,14,3,16,0,1
Mariposa,05/13/2020,15,0,0,1,0,0
Mendocino,05/13/2020,10,0,0,0,0,0
Merced,05/13/2020,176,4,8,3,4,0
Modoc,05/13/2020,0,0,0,0,0,0
Mono,05/13/2020,31,1,0,0,0,0
Monterey,05/13/2020,309,6,7,2,5,0
Napa,05/13/2020,81,3,1,0,0,0
Nevada,05/13/2020,41,1,0,0,0,1
Orange,05/13/2020,4025,80,257,85,105,22
Placer,05/13/2020,170,9,3,27,0,4
Plumas,05/13/2020,4,0,0,0,0,0
Riverside,05/13/2020,5204,246,188,77,66,22
Sacramento,05/13/2020,1173,52,15,35,5,4
San Benito,05/13/2020,55,2,1,0,1,0
San Bernardino,05/13/2020,3064,138,133,90,49,10
San Diego,05/13/2020,5280,223,329,51,136,10
San Francisco,05/13/2020,2004,35,57,32,24,7
San Joaquin,05/13/2020,639,31,11,16,1,4
San Luis Obispo,05/13/2020,231,1,3,7,2,1
San Mateo,05/13/2020,1550,66,34,35,17,2
Santa Barbara,05/13/2020,1382,11,26,3,9,2
Santa Clara,05/13/2020,2370,135,58,33,22,5
Santa Cruz,05/13/2020,142,2,1,0,0,0
Shasta,05/13/2020,32,4,0,0,0,0
Sierra,05/13/2020,0,0,0,0,0,0
Siskiyou,05/13/2020,5,0,0,1,0,0
Solano,05/13/2020,368,12,16,18,8,3
Sonoma,05/13/2020,330,4,5,20,3,1
Stanislaus,05/13/2020,521,23,20,11,2,1
Sutter,05/13/2020,33,2,0,0,0,0
Tehama,05/13/2020,1,1,0,0,0,0
Trinity,05/13/2020,2,0,0,0,0,0
Tulare,05/13/2020,1283,54,40,0,10,0
Tuolumne,05/13/2020,2,0,0,0,0,0
Unassigned,05/13/2020,2,0,0,0,0,0
Ventura,05/13/2020,742,24,25,29,13,10
Yolo,05/13/2020,178,22,0,1,0,1
Yuba,05/13/2020,19,1,0,0,0,0
Alameda,05/14/2020,2255,84,82,56,37,13
Alpine,05/14/2020,1,0,0,0,0,0
Amador,05/14/2020,8,0,0,0,0,0
Butte,05/14/2020,22,0,2,1,0,0
Calaveras,05/14/2020,13,0,0,0,0,0
Colusa,05/14/2020,3,0,0,0,0,0
Contra Costa,05/14/2020,1090,33,20,47,8,4
Del Norte,05/14/2020,4,0,0,0,0,0
El Dorado,05/14/2020,59,0,0,3,0,0
Fresno,05/14/2020,1038,13,64,52,17,6
Glenn,05/14/2020,8,0,0,0,0,0
Humboldt,05/14/2020,59,0,5,7,1,1
Imperial,05/14/2020,652,15,62,9,20,0
Inyo,05/14/2020,20,1,0,0,0,0
Kern,05/14/2020,1430,25,39,5,23,0
Kings,05/14/2020,342,1,16,2,4,0
Lake,05/14/2020,7,0,0,0,0,0
Lassen,05/14/2020,0,0,0,0,0,0
Los Angeles,05/14/2020,35427,1709,1648,559,480,101
Madera,05/14/2020,69,2,0,0,0,0
Marin,05/14/2020,283,14,3,9,0,2
Mariposa,05/14/2020,15,0,0,1,0,0
Mendocino,05/14/2020,10,0,0,0,0,0
Merced,05/14/2020,182,4,8,1,5,0
Modoc,05/14/2020,0,0,0,0,0,0
Mono,05/14/2020,31,1,0,0,0,0
Monterey,05/14/2020,317,6,6,1,5,0
Napa,05/14/2020,83,3,1,0,0,0
Nevada,05/14/2020,41,1,0,0,0,1
Orange,05/14/2020,4163,80,259,68,102,14
Placer,05/14/2020,172,9,2,21,0,3
Plumas,05/14/2020,4,0,0,0,0,0
Riverside,05/14/2020,5339,249,184,91,68,26
Sacramento,05/14/2020,1181,54,12,40,5,11
San Benito,05/14/2020,56,2,1,0,1,0
San Bernardino,05/14/2020,3149,140,132,97,47,15
San Diego,05/14/2020,5393,231,329,70,140,15
San Francisco,05/14/2020,2029,35,56,38,20,10
San Joaquin,05/14/2020,643,31,10,26,1,12
San Luis Obispo,05/14/2020,236,1,2,3,1,0
San Mateo,05/14/2020,1588,66,32,12,12,0
Santa Barbara,05/14/2020,1395,11,26,4,10,2
Santa Clara,05/14/2020,2380,135,51,40,21,4
Santa Cruz,05/14/2020,145,2,1,0,0,0
Shasta,05/14/2020,33,4,0,0,0,0
Sierra,05/14/2020,0,0,0,0,0,0
Siskiyou,05/14/2020,5,0,0,1,0,0
Solano,05/14/2020,372,14,15,25,8,2
Sonoma,05/14/2020,333,4,5,23,3,3
Stanislaus,05/14/2020,533,23,19,19,2,1
Sutter,05/14/2020,34,2,0,0,0,0
Tehama,05/14/2020,1,1,0,1,0,0
Trinity,05/14/2020,1,0,0,0,0,0
Tulare,05/14/2020,1317,54,37,0,10,0
Tuolumne,05/14/2020,2,0,0,0,0,0
Unassigned,05/14/2020,2,0,0,0,0,0
Ventura,05/14/2020,760,25,28,30,16,11
Yolo,05/14/2020,180,22,0,0,0,0
Yuba,05/14/2020,21,1,0,0,0,0
Alameda,05/15/2020,2289,85,76,72,38,19
Alpine,05/15/2020,1,0,0,0,0,0
Amador,05/15/2020,8,0,0,0,0,0
Butte,05/15/2020,22,0,2,2,1,0
Calaveras,05/15/2020,13,0,0,1,0,1
Colusa,05/15/2020,3,0,0,0,0,0
Contra Costa,05/15/2020,1106,33,19,37,9,7
Del Norte,05/15/2020,4,0,0,0,0,0
El Dorado,05/15/2020,64,0,0,0,0,0
Fresno,05/15/2020,1126,16,59,32,16,2
Glenn,05/15/2020,9,0,0,0,0,0
Humboldt,05/15/2020,60,0,3,6,1,0
Imperial,05/15/2020,680,15,67,4,20,0
Inyo,05/15/2020,20,1,0,0,0,0
Kern,05/15/2020,1472,25,40,12,18,0
Kings,05/15/2020,347,1,20,2,3,0
Lake,05/15/2020,7,0,0,0,0,0
Lassen,05/15/2020,0,0,0,0,0,0
Los Angeles,05/15/2020,36317,1755,1648,553,481,90
Madera,05/15/2020,71,2,1,0,0,0
Marin,05/15/2020,295,14,2,8,0,1
Mariposa,05/15/2020,15,0,0,0,0,0
Mendocino,05/15/2020,10,0,0,0,0,0
Merced,05/15/2020,191,6,6,2,4,0
Modoc,05/15/2020,0,0,0,0,0,0
Mono,05/15/2020,31,1,0,0,0,0
Monterey,05/15/2020,321,8,6,1,5,0
Napa,05/15/2020,83,3,1,0,1,0
Nevada,05/15/2020,41,1,0,0,0,1
Orange,05/15/2020,4281,84,250,60,110,14
Placer,05/15/2020,174,9,3,26,0,5
Plumas,05/15/2020,4,0,0,0,0,0
Riverside,05/15/2020,5496,255,184,72,71,21
Sacramento,05/15/2020,1203,55,11,44,5,8
San Benito,05/15/2020,57,2,1,0,1,0
San Bernardino,05/15/2020,3225,150,125,69,51,14
San Diego,05/15/2020,5525,235,326,66,139,12
San Francisco,05/15/2020,2062,36,56,33,19,4
San Joaquin,05/15/2020,656,31,11,34,3,13
San Luis Obispo,05/15/2020,237,1,1,4,1,2
San Mateo,05/15/2020,1612,67,30,24,10,6
Santa Barbara,05/15/2020,1409,11,26,6,12,2
Santa Clara,05/15/2020,2395,136,48,27,23,2
Santa Cruz,05/15/2020,146,3,1,0,0,0
Shasta,05/15/2020,33,4,0,0,0,0
Sierra,05/15/2020,0,0,0,0,0,0
Siskiyou,05/15/2020,5,0,0,0,0,0
Solano,05/15/2020,388,16,14,26,8,1
Sonoma,05/15/2020,349,4,5,34,3,1
Stanislaus,05/15/2020,540,24,19,19,3,2
Sutter,05/15/2020,35,2,0,0,0,0
Tehama,05/15/2020,1,1,0,1,0,1
Trinity,05/15/2020,1,0,0,0,0,0
Tulare,05/15/2020,1356,64,38,1,9,0
Tuolumne,05/15/2020,2,0,0,0,0,0
Unassigned,05/15/2020,3,0,0,0,0,0
Ventura,05/15/2020,789,25,27,20,14,5
Yolo,05/15/2020,182,22,0,0,0,0
Yuba,05/15/2020,21,1,0,0,0,0
Alameda,05/16/2020,2327,85,81,64,40,10
Alpine,05/16/2020,1,0,0,0,0,0
Amador,05/16/2020,8,0,0,0,0,0
Butte,05/16/2020,22,0,2,1,1,0
Calaveras,05/16/2020,13,0,0,0,0,0
Colusa,05/16/2020,3,0,0,0,0,0
Contra Costa,05/16/2020,1136,33,16,34,9,8
Del Norte,05/16/2020,4,0,0,0,0,0
El Dorado,05/16/2020,65,0,1,3,1,0
Fresno,05/16/2020,1177,16,58,39,16,4
Glenn,05/16/2020,9,0,0,0,0,0
Humboldt,05/16/2020,69,0,3,4,1,0
Imperial,05/16/2020,712,15,60,1,18,0
Inyo,05/16/2020,20,1,0,0,0,0
Kern,05/16/2020,1509,25,36,15,18,1
Kings,05/16/2020,356,2,20,2,2,1
Lake,05/16/2020,7,0,0,0,0,0
Lassen,05/16/2020,0,0,0,0,0,0
Los Angeles,05/16/2020,37352,1793,1570,516,483,80
Madera,05/16/2020,70,2,0,0,0,0
Marin,05/16/2020,297,14,1,10,0,0
Mariposa,05/16/2020,15,1,0,0,0,0
Mendocino,05/16/2020,10,0,0,0,0,0
Merced,05/16/2020,201,6,6,1,5,0
Modoc,05/16/2020,0,0,0,0,0,0
Mono,05/16/2020,32,1,0,0,0,0
Monterey,05/16/2020,329,8,8,1,4,0
Napa,05/16/2020,86,3,1,3,1,0
Nevada,05/16/2020,41,1,0,0,0,2
Orange,05/16/2020,4396,87,251,74,103,18
Placer,05/16/2020,174,9,3,25,0,7
Plumas,05/16/2020,4,0,0,0,0,0
Riverside,05/16/2020,5633,259,183,83,68,17
Sacramento,05/16/2020,1209,55,12,34,5,7
San Benito,05/16/2020,58,2,1,0,1,0
San Bernardino,05/16/2020,3362,155,122,79,54,13
San Diego,05/16/2020,5664,235,319,51,138,15
San Francisco,05/16/2020,2094,36,44,30,20,4
San Joaquin,05/16/2020,668,32,11,19,2,10
San Luis Obispo,05/16/2020,240,1,1,5,1,1
San Mateo,05/16/2020,1652,68,31,23,9,5
Santa Barbara,05/16/2020,1422,11,27,7,12,3
Santa Clara,05/16/2020,2420,136,51,39,22,6
Santa Cruz,05/16/2020,154,3,1,0,0,0
Shasta,05/16/2020,33,4,0,0,0,0
Sierra,05/16/2020,0,0,0,0,0,0
Siskiyou,05/16/2020,6,0,0,1,0,1
Solano,05/16/2020,392,16,14,26,9,1
Sonoma,05/16/2020,356,4,5,31,2,0
Stanislaus,05/16/2020,546,24,19,20,1,2
Sutter,05/16/2020,35,2,0,0,0,0
Tehama,05/16/2020,2,1,0,0,0,0
Trinity,05/16/2020,1,0,0,0,0,0
Tulare,05/16/2020,1426,67,40,1,10,0
Tuolumne,05/16/2020,2,0,0,0,0,0
Unassigned,05/16/2020,4,0,0,0,0,0
Ventura,05/16/2020,813,25,27,23,13,8
Yolo,05/16/2020,181,22,0,1,0,0
Yuba,05/16/2020,21,1,0,0,0,0
Alameda,05/17/2020,2389,85,74,72,38,15
Alpine,05/17/2020,1,0,0,0,0,0
Amador,05/17/2020,8,0,0,0,0,0
Butte,05/17/2020,23,0,2,0,1,0
Calaveras,05/17/2020,13,0,0,0,0,0
Colusa,05/17/2020,3,0,0,0,0,0
Contra Costa,05/17/2020,1155,33,16,39,9,9
Del Norte,05/17/2020,7,0,0,0,0,0
El Dorado,05/17/2020,65,0,1,3,1,1
Fresno,05/17/2020,1213,16,60,46,18,10
Glenn,05/17/2020,9,0,0,0,0,0
Humboldt,05/17/2020,70,0,4,1,1,0
Imperial,05/17/2020,715,15,68,3,18,0
Inyo,05/17/2020,20,1,0,0,0,0
Kern,05/17/2020,1546,26,36,12,17,1
Kings,05/17/2020,356,2,21,4,4,1
Lake,05/17/2020,7,0,0,0,0,0
Lassen,05/17/2020,0,0,0,0,0,0
Los Angeles,05/17/2020,37996,1821,1549,558,478,97
Madera,05/17/2020,69,2,0,0,0,0
Marin,05/17/2020,315,14,1,11,0,0
Mariposa,05/17/2020,15,1,0,1,0,0
Mendocino,05/17/2020,10,0,1,0,1,0
Merced,05/17/2020,214,6,6,3,5,0
Modoc,05/17/2020,0,0,1,0,0,0
Mono,05/17/2020,32,1,0,0,0,0
Monterey,05/17/2020,342,8,8,2,4,0
Napa,05/17/2020,89,3,1,2,1,0
Nevada,05/17/2020,41,1,0,0,0,1
Orange,05/17/2020,4466,88,267,88,117,18
Placer,05/17/2020,175,9,2,25,0,7
Plumas,05/17/2020,4,0,0,0,0,0
Riverside,05/17/2020,5776,263,186,91,68,18
Sacramento,05/17/2020,1224,55,15,41,6,8
San Benito,05/17/2020,59,2,1,0,1,0
San Bernardino,05/17/2020,3467,155,129,81,52,15
San Diego,05/17/2020,5838,242,321,59,140,10
San Francisco,05/17/2020,2132,36,40,31,18,5
San Joaquin,05/17/2020,688,32,10,18,1,9
San Luis Obispo,05/17/2020,242,1,1,4,1,1
San Mateo,05/17/2020,1680,68,32,23,9,6
Santa Barbara,05/17/2020,1457,11,25,6,12,4
Santa Clara,05/17/2020,2453,136,44,38,19,6
Santa Cruz,05/17/2020,155,3,1,0,0,0
Shasta,05/17/2020,34,4,0,0,1,0
Sierra,05/17/2020,0,0,0,0,0,0
Siskiyou,05/17/2020,6,0,0,1,0,1
Solano,05/17/2020,392,16,17,30,9,1
Sonoma,05/17/2020,376,4,5,26,3,0
Stanislaus,05/17/2020,566,24,20,21,1,2
Sutter,05/17/2020,38,2,0,0,0,0
Tehama,05/17/2020,2,1,0,0,0,0
Trinity,05/17/2020,1,0,0,0,0,0
Tulare,05/17/2020,1430,67,40,1,10,0
Tuolumne,05/17/2020,2,0,0,0,0,0
Unassigned,05/17/2020,3,0,0,0,0,0
Ventura,05/17/2020,838,25,31,13,11,2
Yolo,05/17/2020,182,22,0,0,1,1
Yuba,05/17/2020,21,1,1,0,0,0
Alameda,05/18/2020,2442,88,87,51,42,10
Alpine,05/18/2020,1,0,0,0,0,0
Amador,05/18/2020,8,0,0,1,0,1
Butte,05/18/2020,24,0,2,1,1,0
Calaveras,05/18/2020,13,0,0,0,0,0
Colusa,05/18/2020,3,0,0,1,0,1
Contra Costa,05/18/2020,1173,33,19,51,9,10
Del Norte,05/18/2020,8,0,0,0,0,0
El Dorado,05/18/2020,67,0,1,3,1,1
Fresno,05/18/2020,1244,17,61,44,15,4
Glenn,05/18/2020,11,0,0,0,0,0
Humboldt,05/18/2020,70,0,4,1,1,0
Imperial,05/18/2020,767,15,73,1,17,0
Inyo,05/18/2020,20,1,0,0,0,0
Kern,05/18/2020,1566,26,36,12,18,0
Kings,05/18/2020,381,2,21,4,5,1
Lake,05/18/2020,9,0,0,2,0,0
Lassen,05/18/2020,0,0,0,1,0,0
Los Angeles,05/18/2020,38477,1839,1531,520,483,87
Madera,05/18/2020,74,2,0,2,0,0
Marin,05/18/2020,329,14,4,8,0,3
Mariposa,05/18/2020,15,1,0,2,0,0
Mendocino,05/18/2020,12,0,1,0,1,0
Merced,05/18/2020,217,6,6,0,5,0
Modoc,05/18/2020,0,0,0,1,0,0
Mono,05/18/2020,33,1,0,0,0,0
Monterey,05/18/2020,345,8,8,1,4,0
Napa,05/18/2020,92,3,1,0,1,1
Nevada,05/18/2020,41,1,0,0,0,0
Orange,05/18/2020,4558,88,263,78,111,12
Placer,05/18/2020,176,9,1,34,0,4
Plumas,05/18/2020,5,0,0,0,0,0
Riverside,05/18/2020,5873,268,195,86,68,18
Sacramento,05/18/2020,1233,56,13,58,4,14
San Benito,05/18/2020,59,2,1,0,1,0
San Bernardino,05/18/2020,3558,155,140,81,52,14
San Diego,05/18/2020,5948,242,329,49,139,10
San Francisco,05/18/2020,2183,36,46,33,22,9
San Joaquin,05/18/2020,697,32,9,23,1,8
San Luis Obispo,05/18/2020,243,1,1,2,1,1
San Mateo,05/18/2020,1701,68,41,19,10,5
Santa Barbara,05/18/2020,1501,11,25,2,11,3
Santa Clara,05/18/2020,2468,136,46,33,17,5
Santa Cruz,05/18/2020,160,3,2,0,0,0
Shasta,05/18/2020,34,4,0,0,0,0
Sierra,05/18/2020,0,0,0,0,0,0
Siskiyou,05/18/2020,6,0,0,0,0,0
Solano,05/18/2020,398,16,16,27,9,2
Sonoma,05/18/2020,387,4,3,20,2,2
Stanislaus,05/18/2020,572,26,18,20,1,1
Sutter,05/18/2020,38,2,0,0,0,0
Tehama,05/18/2020,2,1,0,1,0,0
Trinity,05/18/2020,1,0,0,0,0,0
Tulare,05/18/2020,1491,67,35,1,9,1
Tuolumne,05/18/2020,2,0,0,0,0,0
Unassigned,05/18/2020,3,0,0,0,0,0
Ventura,05/18/2020,850,27,33,16,15,3
Yolo,05/18/2020,183,22,0,0,0,0
